#{"t_start": 1782829194.7832956, "env_id": "LunarLander-v3"}
r,l,t,original_env_reward,generated_reward,reward_error_count
-6.752149,109,1.319494,-100.0,1.8594105243682861,0
-10.762491,70,1.391112,-100.0,-1.9794000387191772,0
-50.503861,84,1.476767,-100.0,-1.6968152523040771,0
-22.329273,93,1.58433,-100.0,-1.3352030515670776,0
-25.34806,137,1.712374,-100.0,-0.36661338806152344,0
-71.420345,89,1.803392,-100.0,-3.5791256427764893,0
-57.580921,112,1.91652,-100.0,-1.1644248962402344,0
-12.169684,90,2.002415,-100.0,-1.9206029176712036,0
-19.443245,95,2.10899,-100.0,-1.7035627365112305,0
-30.738964,116,2.242459,-100.0,-0.549501359462738,0
-12.773746,99,3.122673,-100.0,-1.8733928203582764,0
-41.536507,120,3.240742,-100.0,-0.30914178490638733,0
-41.663255,118,3.349357,-100.0,-0.42656761407852173,0
-21.969977,90,3.453671,-100.0,-1.602901577949524,0
-11.079222,60,3.514041,-100.0,-0.6318013072013855,0
-23.696124,83,3.637063,-100.0,-0.4637961685657501,0
-29.697817,79,3.728068,-100.0,-1.9908125400543213,0
-41.284877,100,3.835112,-100.0,-1.6283925771713257,0
-20.721511,76,3.924565,-100.0,-1.8415682315826416,0
-57.249067,107,4.052277,-100.0,-1.134752869606018,0
-30.788784,108,4.167526,-100.0,-0.16798825562000275,0
-16.977658,81,5.024096,-100.0,-1.7961516380310059,0
-4.723635,66,5.090128,-100.0,1.4900505542755127,0
-56.650647,86,5.170897,-100.0,-0.9295198321342468,0
-8.87222,59,5.239505,-100.0,-1.9061312675476074,0
-12.487848,102,5.344619,-100.0,-1.6409425735473633,0
-13.169993,71,5.435791,-100.0,-0.2873727083206177,0
-47.954744,124,5.552432,-100.0,-2.0571258068084717,0
-27.900882,74,5.623464,-100.0,-1.190166711807251,0
-11.860481,58,5.678676,-100.0,-1.9824010133743286,0
-68.056743,89,5.768675,-100.0,-1.6033780574798584,0
-69.851157,124,5.88277,-100.0,-1.9653661251068115,0
-45.50247,83,5.960617,-100.0,-1.7331293821334839,0
-17.062299,82,6.76822,-100.0,-1.346820592880249,0
-10.725101,61,6.824737,-100.0,-1.9916125535964966,0
-41.868258,111,6.933232,-100.0,-2.185880184173584,0
-14.966571,56,6.993018,-100.0,-1.7881579399108887,0
-9.170779,58,7.049506,-100.0,-1.3526057004928589,0
-27.948008,79,7.121033,-100.0,-1.0224717855453491,0
-8.909815,65,7.183715,-100.0,-1.9360171556472778,0
-26.188846,97,7.275482,-100.0,-1.1955214738845825,0
-41.988366,99,7.375304,-100.0,-0.7516921162605286,0
-2.792447,57,7.454108,-100.0,1.8908504247665405,0
-12.265591,60,7.517063,-100.0,-1.8226168155670166,0
-52.414812,90,7.6016,-100.0,-1.9852166175842285,0
-22.893403,110,7.70716,-100.0,-1.5927296876907349,0
-38.110588,101,8.576475,-100.0,-0.7013864517211914,0
-25.645849,87,8.669003,-100.0,-0.5661287307739258,0
-9.160329,68,8.786819,-100.0,-1.7353805303573608,0
-18.588797,88,8.88676,-100.0,-1.4331457614898682,0
-19.574997,76,8.956122,-100.0,-1.4665042161941528,0
-5.762918,91,9.053042,-100.0,1.8829472064971924,0
-11.707723,94,9.150789,-100.0,-0.21288520097732544,0
-28.59653,88,9.263527,-100.0,-1.8712410926818848,0
-72.694151,116,9.373816,-100.0,-1.8189635276794434,0
-47.140057,132,9.513828,-100.0,-1.9132026433944702,0
-8.706913,74,9.584594,-100.0,-1.5514402389526367,0
-28.969511,101,10.481294,-100.0,-0.6857980489730835,0
-1.386326,55,10.533493,-100.0,1.9183160066604614,0
-20.988491,85,10.620043,-100.0,-2.0215749740600586,0
-19.101103,81,10.709024,-100.0,-2.0977094173431396,0
-4.779408,62,10.771684,-100.0,-2.1987247467041016,0
-11.741085,62,10.841927,-100.0,-1.7768726348876953,0
-6.848657,87,10.928376,-100.0,1.4912461042404175,0
-10.421943,98,11.027506,-100.0,1.418715238571167,0
-21.558018,94,11.126867,-100.0,-1.8219642639160156,0
-6.381496,75,11.205819,-100.0,0.3031758666038513,0
-9.028337,76,11.281945,-100.0,1.7788089513778687,0
-6.818587,73,11.356056,-100.0,1.4444361925125122,0
-3.262361,77,11.462872,-100.0,1.9192781448364258,0
-35.921741,87,12.290899,-100.0,-1.9858936071395874,0
-7.375142,57,12.349027,-100.0,-2.210247755050659,0
-25.894096,94,12.438693,-100.0,-1.7326958179473877,0
-12.452929,60,12.500103,-100.0,-0.19596368074417114,0
-17.407185,80,12.576916,-100.0,-2.0469844341278076,0
-9.287982,77,12.650149,-100.0,-2.1237964630126953,0
-14.82659,67,12.723758,-100.0,-1.7044568061828613,0
-17.899274,82,12.80127,-100.0,-1.4377305507659912,0
-6.700865,68,12.867296,-100.0,1.9051079750061035,0
-24.351265,101,12.969886,-100.0,-2.0890097618103027,0
-6.155905,69,13.038415,-100.0,1.9355931282043457,0
-22.957106,79,13.119628,-100.0,-0.39884132146835327,0
-20.105012,83,13.203678,-100.0,-1.4676083326339722,0
-22.65535,76,14.141119,-100.0,-1.8869993686676025,0
-20.292022,86,14.226987,-100.0,-1.782031536102295,0
-11.448526,54,14.299392,-100.0,-2.1362411975860596,0
-33.059658,116,14.417252,-100.0,-1.6809507608413696,0
-14.234877,87,14.508144,-100.0,-0.2073093056678772,0
-8.098936,60,14.569985,-100.0,-0.07959479093551636,0
-8.628902,59,14.630779,-100.0,-0.45890212059020996,0
-13.641666,60,14.687228,-100.0,-2.054124355316162,0
-24.78663,111,14.797538,-100.0,-1.6375963687896729,0
-9.680199,79,14.880445,-100.0,-1.9258511066436768,0
-22.718589,97,14.978271,-100.0,-2.035804271697998,0
-11.993318,58,15.034914,-100.0,-1.801358938217163,0
-1.368992,54,15.088519,-100.0,1.7723066806793213,0
-16.520916,70,15.158843,-100.0,-2.067185640335083,0
-13.139695,77,15.969315,-100.0,-2.083961248397827,0
-14.086332,61,16.032684,-100.0,-1.832667589187622,0
-11.888872,66,16.105106,-100.0,-0.6350334286689758,0
-22.20114,89,16.193607,-100.0,-1.6860861778259277,0
-33.980947,84,16.28296,-100.0,-0.433337926864624,0
-8.40578,53,16.340432,-100.0,-2.2039058208465576,0
-9.242163,58,16.399475,-100.0,-0.23227398097515106,0
-26.730088,77,16.481958,-100.0,-1.851879596710205,0
-18.947422,91,16.576011,-100.0,-2.21539044380188,0
-20.05857,72,16.647172,-100.0,-2.1358845233917236,0
-2.342787,56,16.703005,-100.0,1.8432101011276245,0
-10.814693,71,16.777166,-100.0,-0.7291725277900696,0
-21.980178,90,16.873537,-100.0,-0.3823778033256531,0
-4.866077,72,16.949456,-100.0,-0.10619577765464783,0
-1.265751,59,17.855232,-100.0,1.8934149742126465,0
-9.09784,93,17.968361,-100.0,-2.372039318084717,0
-9.645719,78,18.071888,-100.0,-2.0566792488098145,0
-9.952655,63,18.147486,-100.0,-1.9644956588745117,0
-8.598129,67,18.245793,-100.0,-2.1427106857299805,0
-7.032141,71,18.345223,-100.0,-2.0003504753112793,0
-18.716536,83,18.445718,-100.0,-0.678692102432251,0
-14.736137,102,18.560233,-100.0,-2.35410737991333,0
-12.891464,68,18.636922,-100.0,-1.412554144859314,0
-4.523042,61,18.711142,-100.0,1.869725227355957,0
-11.136525,96,18.832688,-100.0,-0.12434737384319305,0
-4.186449,70,18.927652,-100.0,1.8774573802947998,0
-16.057134,73,19.067535,-100.0,-0.10396552085876465,0
-17.664342,86,20.197682,-100.0,-0.1686851531267166,0
-14.83402,61,20.277313,-100.0,-1.9953076839447021,0
-16.289207,74,20.375306,-100.0,-0.2645472288131714,0
-1.667702,77,20.475629,-100.0,1.90835702419281,0
-8.571677,78,20.586764,-100.0,-2.156209707260132,0
-9.207113,75,20.679535,-100.0,1.265477180480957,0
-13.545224,65,20.761929,-100.0,-1.8163490295410156,0
-7.248372,53,20.824053,-100.0,-2.2320988178253174,0
