#{"t_start": 1782830396.6761706, "env_id": "LunarLander-v3"}
r,l,t,original_env_reward,generated_reward,reward_error_count
-6.738997,112,1.440456,-100.0,-0.7025155425071716,0
0.895537,115,1.585107,-100.0,-0.46020039916038513,0
-4.093675,114,1.712355,-100.0,-0.03834998235106468,0
2.525937,109,1.832639,-100.0,1.9926098585128784,0
-7.391587,115,1.958265,-100.0,-0.463758260011673,0
-1.944149,86,2.050297,-100.0,-0.12710735201835632,0
-0.159771,128,2.184876,-100.0,-0.5495589971542358,0
1.784339,92,2.296369,-100.0,-0.06626901030540466,0
-1.393276,69,2.374142,-100.0,-0.18036851286888123,0
1.95677,58,2.433371,-100.0,-0.6807586550712585,0
-1.208637,82,3.251005,-100.0,-0.4943299889564514,0
1.15556,66,3.319241,-100.0,-0.05063264071941376,0
-5.240497,116,3.447629,-100.0,-0.85048508644104,0
-0.304462,72,3.523819,-100.0,-0.47410574555397034,0
-3.628022,93,3.614754,-100.0,-0.5481624603271484,0
0.275115,81,3.69852,-100.0,-0.45858830213546753,0
-1.261352,76,3.773585,-100.0,-0.48651769757270813,0
0.531432,86,3.859506,-100.0,-0.04747086763381958,0
-3.182916,105,3.97336,-100.0,-0.5302044153213501,0
0.775608,66,4.040158,-100.0,-0.8487987518310547,0
-1.176847,96,4.146276,-100.0,-0.4078138768672943,0
-0.740692,66,4.222366,-100.0,-0.24328887462615967,0
-5.862333,106,5.15283,-100.0,-0.18011191487312317,0
2.029871,63,5.215883,-100.0,-0.5265060663223267,0
-1.305172,121,5.352795,-100.0,-0.04737626761198044,0
1.138453,104,5.465923,-100.0,-0.7300207614898682,0
-3.480723,66,5.537253,-100.0,-0.39037832617759705,0
3.322886,91,5.633483,-100.0,1.975583791732788,0
-4.338011,115,5.75582,-100.0,-0.42319807410240173,0
0.728858,84,5.849016,-100.0,-0.622572660446167,0
-1.606757,79,5.937307,-100.0,-0.3433162569999695,0
-4.553659,114,6.068087,-100.0,-0.5216858386993408,0
-1.583387,70,6.135288,-100.0,-0.1707432121038437,0
-1.819456,99,7.073259,-100.0,-0.6752451658248901,0
-3.180688,110,7.216716,-100.0,-0.07461029291152954,0
0.492329,66,7.310345,-100.0,-1.1692901849746704,0
-1.436992,87,7.431119,-100.0,-0.4230403006076813,0
-10.714945,78,7.533324,-100.0,-1.1186742782592773,0
-9.464088,98,7.662126,-100.0,-0.3753432035446167,0
0.746901,61,7.746742,-100.0,-0.05810200050473213,0
1.286324,82,7.85595,-100.0,-0.31629183888435364,0
-0.89987,65,7.981571,-100.0,-0.6815855503082275,0
0.5196,65,8.090066,-100.0,-0.6918320059776306,0
1.11766,88,8.21753,-100.0,-0.7593515515327454,0
-3.669493,110,8.366303,-100.0,-0.6043714284896851,0
0.769161,84,9.586849,-100.0,-0.4594966471195221,0
0.889447,91,9.721877,-100.0,-0.8101178407669067,0
1.135597,91,9.853874,-100.0,-0.7101513147354126,0
-0.144534,65,9.948891,-100.0,-0.5680352449417114,0
3.359919,92,10.088435,-100.0,1.9728087186813354,0
-9.17625,123,10.279959,-100.0,-0.5480024814605713,0
0.326665,67,10.377892,-100.0,-0.04673977568745613,0
-1.288453,92,10.508058,-100.0,-0.053875572979450226,0
0.81353,57,10.580928,-100.0,-0.08287666738033295,0
1.232901,70,10.672046,-100.0,-0.7591359615325928,0
0.676181,59,10.746878,-100.0,-0.73662930727005,0
-0.657105,65,10.8303,-100.0,-0.6803073883056641,0
0.210107,65,10.944261,-100.0,-0.7724018096923828,0
-1.663657,80,12.531742,-100.0,-0.18116144835948944,0
5.022183,59,12.620917,-100.0,1.9399254322052002,0
1.026162,66,12.808397,-100.0,-0.49304723739624023,0
1.117341,86,12.967977,-100.0,-0.7085235118865967,0
1.93662,73,13.11814,-100.0,-0.6678159236907959,0
3.954917,75,13.238869,-100.0,1.9346742630004883,0
-0.708023,68,13.340754,-100.0,-0.26170650124549866,0
1.171673,56,13.432341,-100.0,-0.39922577142715454,0
1.745098,63,13.543243,-100.0,-0.6008516550064087,0
-0.39319,87,13.666132,-100.0,-0.16729052364826202,0
-7.348001,101,13.862391,-100.0,-0.3432222604751587,0
0.813198,70,13.974968,-100.0,-0.1279352307319641,0
0.388068,67,14.079956,-100.0,-0.07332941889762878,0
-0.710921,75,14.200455,-100.0,-0.4390091598033905,0
4.322153,67,14.312206,-100.0,1.9365249872207642,0
1.634642,66,15.56394,-100.0,-0.5487372875213623,0
1.502111,72,15.667628,-100.0,-0.70637047290802,0
1.504352,62,15.762151,-100.0,-0.7848990559577942,0
-0.130923,69,15.881019,-100.0,-0.7254892587661743,0
3.457468,66,15.987758,-100.0,1.9426014423370361,0
-0.108662,75,16.099945,-100.0,-0.20231252908706665,0
2.053932,71,16.199692,-100.0,-0.7299972176551819,0
2.999318,77,16.31175,-100.0,1.991214632987976,0
1.270738,90,16.442755,-100.0,-0.038633450865745544,0
-1.091779,69,16.554209,-100.0,-0.6804146766662598,0
0.192655,55,16.637511,-100.0,-0.7911088466644287,0
-4.050046,84,16.758118,-100.0,-0.7656682729721069,0
-3.710817,94,16.901258,-100.0,-0.45002368092536926,0
0.276176,60,16.989744,-100.0,-0.5954948663711548,0
-7.541147,104,18.197392,-100.0,-0.32745686173439026,0
4.138941,81,18.325516,-100.0,1.9556071758270264,0
1.165558,54,18.424415,-100.0,-0.4932941794395447,0
-5.318854,104,18.578529,-100.0,-0.10989201068878174,0
2.484694,59,18.65842,-100.0,-0.026462428271770477,0
0.450041,60,18.737138,-100.0,-0.7316117286682129,0
-1.638934,94,18.857058,-100.0,-0.6797106862068176,0
1.121591,69,18.956195,-100.0,-0.46170228719711304,0
0.929194,85,19.100829,-100.0,-0.44867387413978577,0
-0.341635,63,19.197843,-100.0,-0.18074999749660492,0
3.994523,62,19.287732,-100.0,1.924765944480896,0
1.138959,98,19.427727,-100.0,-0.04243751987814903,0
-0.397564,86,19.554343,-100.0,-1.1965593099594116,0
1.485083,67,20.650896,-100.0,-0.5484411120414734,0
0.454663,72,20.776328,-100.0,-0.4944045841693878,0
1.414662,55,20.85843,-100.0,-0.8365955352783203,0
4.071305,89,20.988177,-100.0,1.9844056367874146,0
1.605823,74,21.090262,-100.0,-0.3407330811023712,0
1.972345,87,21.213958,-100.0,-0.829484224319458,0
2.202634,57,21.300994,-100.0,-0.9130504727363586,0
-1.515816,97,21.439777,-100.0,-0.597241222858429,0
-2.083546,91,21.576049,-100.0,-0.5520959496498108,0
0.395709,65,21.671576,-100.0,-0.7380224466323853,0
1.36881,67,21.759965,-100.0,-0.57069993019104,0
0.85576,56,21.843016,-100.0,-0.7926892638206482,0
1.718951,83,21.982667,-100.0,-0.7509785294532776,0
0.4627,58,22.072558,-100.0,-0.02940715104341507,0
-6.202526,111,23.21582,-100.0,-0.276699423789978,0
2.210924,65,23.323842,-100.0,-0.8418809175491333,0
0.867087,55,23.466796,-100.0,-0.09860244393348694,0
0.416135,66,23.568045,-100.0,-0.7511546015739441,0
-0.787953,79,23.678529,-100.0,-0.02341485768556595,0
4.979192,61,23.767972,-100.0,1.9331523180007935,0
1.158175,54,23.852444,-100.0,-0.6029402613639832,0
-3.670964,88,23.991701,-100.0,-0.8054317831993103,0
3.711001,73,24.098367,-100.0,1.9568110704421997,0
1.37679,63,24.184995,-100.0,-0.14594270288944244,0
1.268437,61,24.265051,-100.0,-0.7425676584243774,0
1.062654,92,24.385238,-100.0,-0.045599475502967834,0
4.090726,66,24.46878,-100.0,1.9536781311035156,0
-2.023004,74,24.559171,-100.0,-0.723831832408905,0
4.721369,63,25.681213,-100.0,1.9446032047271729,0
0.249956,79,25.784327,-100.0,-0.8071423172950745,0
4.725986,68,25.869062,-100.0,1.961652398109436,0
5.073327,62,25.952499,-100.0,1.9285118579864502,0
-1.108498,91,26.121632,-100.0,-0.028103891760110855,0
4.480075,54,26.206844,-100.0,1.9292640686035156,0
-2.396892,91,26.345073,-100.0,-0.5480763912200928,0
0.944594,84,26.453295,-100.0,-0.708435595035553,0
0.664752,72,26.549338,-100.0,-0.7420172691345215,0
1.126594,54,26.627744,-100.0,-0.8347789645195007,0
2.944693,65,26.722021,-100.0,-0.015060881152749062,0
0.720908,72,26.825503,-100.0,-0.6986282467842102,0
-0.749085,61,26.919738,-100.0,-0.8678169250488281,0
1.390047,94,27.072772,-100.0,-0.7623291611671448,0
4.902888,83,28.227165,-100.0,1.8980937004089355,0
-1.958537,92,28.340809,-100.0,-0.9330230355262756,0
-3.925573,96,28.46626,-100.0,-0.8695002198219299,0
-1.590459,93,28.584684,-100.0,-0.722640872001648,0
1.021069,57,28.659764,-100.0,-0.7254338264465332,0
1.329547,58,28.735101,-100.0,-0.363976389169693,0
1.938064,57,28.808138,-100.0,-0.23649944365024567,0
-2.392896,82,28.915111,-100.0,-0.3730383813381195,0
-0.42042,78,29.017591,-100.0,-0.6805539727210999,0
2.315313,61,29.102538,-100.0,-0.8429758548736572,0
0.166924,96,29.236016,-100.0,-0.8904600143432617,0
1.907389,61,29.320021,-100.0,-0.8638885617256165,0
1.672367,54,29.391891,-100.0,-0.8263375759124756,0
-0.247366,82,29.511239,-100.0,-0.1072949692606926,0
-1.72265,80,30.600313,-100.0,-0.9389923810958862,0
4.108811,59,30.680038,-100.0,1.9772933721542358,0
-0.495355,78,30.800906,-100.0,-0.9058208465576172,0
4.979409,55,30.879758,-100.0,1.9278564453125,0
-0.270811,81,30.982803,-100.0,-0.6947577595710754,0
0.138683,87,31.100391,-100.0,-0.9070572853088379,0
1.520212,58,31.175956,-100.0,-0.782887876033783,0
0.786124,57,31.256031,-100.0,-0.9136935472488403,0
4.320023,76,31.350429,-100.0,1.950498104095459,0
0.512137,61,31.429845,-100.0,-0.15019120275974274,0
2.118542,62,31.516803,-100.0,-0.8661311268806458,0
3.921549,63,31.596774,-100.0,1.8359748125076294,0
5.154685,67,31.687502,-100.0,1.8814573287963867,0
0.770597,62,31.777027,-100.0,-0.5582175254821777,0
2.231727,86,31.896448,-100.0,-0.03653349354863167,0
-1.505305,79,32.997066,-100.0,-0.7298858761787415,0
-0.66997,68,33.097741,-100.0,-0.14415693283081055,0
0.231251,60,33.180828,-100.0,-0.4300994873046875,0
-1.753519,80,33.295455,-100.0,-0.9789628982543945,0
1.98449,69,33.387785,-100.0,-0.8848718404769897,0
0.608034,69,33.480573,-100.0,-0.6129977703094482,0
0.299265,91,33.601822,-100.0,-0.8104130029678345,0
0.783636,68,33.692332,-100.0,-0.8394722938537598,0
-1.123744,79,33.80246,-100.0,-0.6265296936035156,0
1.55673,90,33.919815,-100.0,-0.858270525932312,0
5.050163,63,34.008391,-100.0,1.8693537712097168,0
4.609816,65,34.101771,-100.0,1.9033637046813965,0
-0.143213,59,34.178601,-100.0,-0.6102442741394043,0
5.120366,62,34.26325,-100.0,1.9348475933074951,0
2.367468,54,35.324601,-100.0,-0.9077800512313843,0
2.917226,54,35.396482,-100.0,-0.030208060517907143,0
1.184472,88,35.511367,-100.0,-0.5931488275527954,0
4.496637,67,35.596704,-100.0,1.9367845058441162,0
0.764685,65,35.684208,-100.0,-0.94412761926651,0
2.754822,59,35.767792,-100.0,-0.026914162561297417,0
-2.908832,88,35.887189,-100.0,-0.5394162535667419,0
-0.875435,78,36.007179,-100.0,-0.6537008881568909,0
1.68338,52,36.089554,-100.0,-0.9511009454727173,0
-3.553326,101,36.23757,-100.0,-0.12469799816608429,0
0.35056,58,36.31286,-100.0,-0.9386967420578003,0
3.579238,90,36.427456,-100.0,1.9745291471481323,0
4.363882,59,36.50051,-100.0,1.9871342182159424,0
1.517247,69,36.587242,-100.0,-0.8453508615493774,0
1.991716,79,36.688428,-100.0,-0.8388872146606445,0
-2.064737,84,37.754155,-100.0,-0.8516200184822083,0
1.236028,60,37.839065,-100.0,-1.060184121131897,0
-0.289875,83,37.953328,-100.0,-0.8177220821380615,0
1.203647,59,38.032424,-100.0,-0.7009305357933044,0
-1.864999,98,38.171281,-100.0,-0.15359243750572205,0
2.037822,76,38.278575,-100.0,-0.8145745992660522,0
1.452821,62,38.361196,-100.0,-0.2480030357837677,0
4.542642,54,38.437777,-100.0,1.9519503116607666,0
4.413448,54,38.504484,-100.0,1.9626661539077759,0
3.233961,65,38.588644,-100.0,-0.04059857130050659,0
4.628043,69,38.677398,-100.0,1.947341799736023,0
0.541641,63,38.756499,-100.0,-0.7863016128540039,0
4.596879,62,38.835701,-100.0,1.95260751247406,0
0.321928,54,38.905052,-100.0,-0.8811379671096802,0
3.666163,87,39.014284,-100.0,1.97063148021698,0
-0.938373,90,40.095682,-100.0,-0.5187923908233643,0
-0.524575,63,40.183493,-100.0,-1.06195867061615,0
3.908127,91,40.311702,-100.0,1.9810009002685547,0
-1.171743,89,40.437227,-100.0,-0.7779850959777832,0
1.287331,78,40.539833,-100.0,-0.7545783519744873,0
-1.959709,83,40.64598,-100.0,-0.20669449865818024,0
1.232916,65,40.73593,-100.0,-0.8480836749076843,0
5.089826,52,40.800677,-100.0,1.936511516571045,0
0.237418,85,40.919406,-100.0,-0.04909074306488037,0
3.716837,63,41.006229,-100.0,1.9628313779830933,0
5.122831,69,41.116814,-100.0,1.934416651725769,0
4.553108,65,41.220477,-100.0,1.9164955615997314,0
1.025047,80,41.34087,-100.0,-0.13485129177570343,0
4.223424,72,42.841822,-100.0,1.9507204294204712,0
1.862405,61,42.92399,-100.0,-0.8959265351295471,0
1.544349,79,43.028467,-100.0,-0.798224151134491,0
2.363355,55,43.098964,-100.0,-0.9627714157104492,0
4.450393,81,43.21962,-100.0,1.9574344158172607,0
0.857726,94,43.342049,-100.0,-0.014396404847502708,0
1.853688,68,43.437393,-100.0,-0.06577295809984207,0
1.055625,76,43.539733,-100.0,-0.7985903024673462,0
-0.526196,62,43.622162,-100.0,-0.8952242136001587,0
-1.535832,81,43.72916,-100.0,-0.7530413269996643,0
2.212836,81,43.834978,-100.0,-0.8194052577018738,0
-0.400711,64,43.911046,-100.0,-0.7483823299407959,0
-0.582423,69,44.00245,-100.0,-0.8255500793457031,0
0.475586,78,44.115146,-100.0,-0.5968350172042847,0
0.265965,77,45.392396,-100.0,-0.7307887673377991,0
-0.67705,65,45.494923,-100.0,-0.853653073310852,0
0.601011,81,45.643526,-100.0,-0.7823692560195923,0
0.214846,88,45.780208,-100.0,-0.4188248813152313,0
1.088364,72,45.903156,-100.0,-0.05946040898561478,0
2.641929,53,45.978082,-100.0,-0.03319454938173294,0
1.679218,54,46.063432,-100.0,-0.1412784904241562,0
5.048832,71,46.164041,-100.0,1.957991361618042,0
-1.081993,85,46.309503,-100.0,-0.7638699412345886,0
2.409454,64,46.415917,-100.0,-0.058920398354530334,0
2.019818,54,46.495771,-100.0,-0.32536667585372925,0
1.128425,57,46.587123,-100.0,-0.8217250108718872,0
-1.007969,83,46.707057,-100.0,-0.14506517350673676,0
5.190813,58,46.783885,-100.0,1.9087975025177002,0
4.900439,58,46.866267,-100.0,1.951638102531433,0
2.696918,77,47.981272,-100.0,-0.029757363721728325,0
0.260631,66,48.070154,-100.0,-0.7093037366867065,0
-3.01718,98,48.207357,-100.0,-0.8429779410362244,0
1.144649,75,48.306746,-100.0,-0.04513319581747055,0
1.698959,79,48.421857,-100.0,-0.8865633606910706,0
0.216407,91,48.569214,-100.0,-0.037806298583745956,0
4.243945,59,48.670487,-100.0,1.9497169256210327,0
1.558017,59,48.783137,-100.0,-0.04064811021089554,0
