#{"t_start": 1782718341.8974714, "env_id": "LunarLander-v3"}
r,l,t,original_env_reward,generated_reward,reward_error_count
-11.62561,57,1.699147,-100.0,-2.435138702392578,0
-11.151748,57,1.756805,-100.0,-3.2077412605285645,0
-77.532944,100,1.848096,-100.0,-5.029961585998535,0
-13.523484,99,1.941244,-100.0,-2.6079697608947754,0
-23.594019,82,2.021482,-100.0,-1.3221162557601929,0
-37.07282,140,2.161696,-100.0,-2.657499313354492,0
-17.319826,107,2.271729,-100.0,1.8926435708999634,0
-52.458233,113,2.374645,-100.0,-0.8886346220970154,0
-40.428078,92,2.45962,-100.0,-2.7209646701812744,0
-9.203466,68,2.521123,-100.0,-3.1683011054992676,0
-39.429359,76,2.614667,-100.0,-2.0230836868286133,0
-9.749879,88,3.534328,-100.0,1.8967067003250122,0
-87.619744,107,3.646443,-100.0,-5.080445766448975,0
-8.057953,54,3.698347,-100.0,-3.092963457107544,0
-31.743206,133,3.826279,-100.0,-2.618229627609253,0
-25.99022,70,3.893909,-100.0,-1.940141201019287,0
-9.295715,58,3.947628,-100.0,-2.9265100955963135,0
-105.746176,124,4.071649,-100.0,-5.853094577789307,0
-10.488529,78,4.156948,-100.0,-1.8581526279449463,0
-9.221826,61,4.216628,-100.0,-2.3262951374053955,0
-68.5511,136,4.330696,-100.0,-3.4021852016448975,0
-17.531498,75,4.403119,-100.0,-0.5561744570732117,0
-7.963106,64,4.463923,-100.0,-2.1949310302734375,0
-15.204218,120,5.368225,-100.0,1.8963984251022339,0
-23.610955,93,5.458255,-100.0,-1.2213069200515747,0
-5.221023,66,5.523865,-100.0,-0.050692424178123474,0
-23.015205,91,5.616915,-100.0,-1.2195416688919067,0
-31.051926,102,5.731513,-100.0,-0.4655701816082001,0
-20.266351,83,5.81335,-100.0,-0.20006915926933289,0
-28.972695,85,5.919853,-100.0,-0.27829018235206604,0
-21.21734,91,6.036663,-100.0,-2.0017309188842773,0
-25.835143,112,6.155333,-100.0,-3.654444932937622,0
-21.396351,71,6.222782,-100.0,-1.7240716218948364,0
-21.001163,73,6.291258,-100.0,-0.6351235508918762,0
-11.581148,91,7.275419,-100.0,-2.3739681243896484,0
-29.433845,86,7.378066,-100.0,-2.4112536907196045,0
-42.858885,118,7.510845,-100.0,-0.9715121388435364,0
-18.922017,89,7.611319,-100.0,-1.5951480865478516,0
-13.052795,78,7.740906,-100.0,-3.062840223312378,0
-18.115099,96,7.843086,-100.0,-0.4359655976295471,0
-38.394745,121,7.975278,-100.0,-0.32705241441726685,0
-6.37563,84,8.077435,-100.0,1.90836763381958,0
-11.965243,55,8.123849,-100.0,-3.251682758331299,0
-26.895604,101,8.22432,-100.0,-2.5303494930267334,0
-22.407112,119,8.356875,-100.0,-2.9264063835144043,0
-19.900814,81,9.360218,-100.0,-0.19972777366638184,0
-7.486251,95,9.455508,-100.0,1.8486003875732422,0
-18.157923,97,9.555415,-100.0,-1.878461480140686,0
-8.952533,59,9.609379,-100.0,-3.196140766143799,0
-28.540129,82,9.697121,-100.0,-0.3131386637687683,0
-145.810763,120,9.811513,-100.0,-7.396754264831543,0
-8.586943,69,9.877553,-100.0,-2.523191452026367,0
-8.447499,56,9.932911,-100.0,-3.0565247535705566,0
-10.11824,71,9.996616,-100.0,-3.414668560028076,0
-6.29488,70,10.081884,-100.0,1.8676038980484009,0
-9.645386,70,10.151575,-100.0,-0.03711167722940445,0
-31.752737,80,10.228956,-100.0,-4.378352642059326,0
-20.423136,72,10.311152,-100.0,-3.9201574325561523,0
-13.826068,89,11.242858,-100.0,-3.2469606399536133,0
-21.043903,88,11.323172,-100.0,-2.9645087718963623,0
-13.551537,100,11.412719,-100.0,-2.60573673248291,0
-29.838731,93,11.504663,-100.0,-3.1478281021118164,0
-18.130953,85,11.584119,-100.0,-2.354473114013672,0
-27.448003,89,11.667531,-100.0,-0.15487191081047058,0
-27.608948,101,11.763983,-100.0,-0.1601467728614807,0
-25.443393,66,11.820685,-100.0,-1.4565895795822144,0
-16.674696,84,11.897439,-100.0,-0.17880824208259583,0
-8.928101,66,11.953652,-100.0,-0.3025931119918823,0
-8.137311,65,12.014355,-100.0,-3.0487210750579834,0
-29.695959,78,12.114287,-100.0,-2.2359817028045654,0
-19.052129,63,13.168985,-100.0,-1.7369663715362549,0
-23.539152,88,13.319856,-100.0,-1.0890246629714966,0
-19.912745,87,13.428538,-100.0,-2.4403672218322754,0
-18.50757,79,13.523747,-100.0,-2.3977620601654053,0
-20.336834,96,13.625628,-100.0,-0.4960435926914215,0
-6.352822,82,13.705533,-100.0,1.9066540002822876,0
-40.895922,87,13.78781,-100.0,-2.1048319339752197,0
-13.256987,64,13.851462,-100.0,-4.147012233734131,0
-39.114946,96,13.945531,-100.0,-1.589647650718689,0
-14.375687,59,14.005176,-100.0,-2.704099655151367,0
-50.3925,115,14.116658,-100.0,-2.2249293327331543,0
-16.073899,76,14.19811,-100.0,-0.10740059614181519,0
-13.117654,81,14.275216,-100.0,-1.2494560480117798,0
-12.4307,57,15.161655,-100.0,-2.683002471923828,0
-15.482382,84,15.250397,-100.0,-3.3630776405334473,0
-73.36473,121,15.3791,-100.0,-2.975496768951416,0
-9.646782,79,15.459253,-100.0,-2.7087321281433105,0
-9.119113,90,15.557666,-100.0,1.9242016077041626,0
-28.144757,108,15.659983,-100.0,-3.775728225708008,0
-25.068405,83,15.734427,-100.0,-4.309541702270508,0
-29.536944,113,15.841944,-100.0,-0.2739747166633606,0
-33.644513,102,15.947396,-100.0,-4.015345573425293,0
-13.322196,92,16.043005,-100.0,-0.9305946826934814,0
-14.155082,89,16.150125,-100.0,-1.8990050554275513,0
-21.408911,83,17.11567,-100.0,-3.9738669395446777,0
