#{"t_start": 1782916011.687836, "env_id": "LunarLander-v3"}
r,l,t,original_env_reward,generated_reward,reward_error_count
-14.95559,92,1.620241,-100.0,-1.2802098989486694,0
-25.589462,116,1.757329,-100.0,-1.7447068691253662,0
-38.941641,120,2.006457,-100.0,-1.9424757957458496,0
-14.633107,80,2.108488,-100.0,-1.7230371236801147,0
-11.152122,75,2.189688,-100.0,-1.777292013168335,0
6.509581,75,2.277064,-100.0,11.621981620788574,0
-38.022999,69,2.359247,-100.0,-2.0031790733337402,0
-67.125944,100,2.469842,-100.0,-2.4168479442596436,0
-21.653637,106,2.587018,-100.0,3.3804397583007812,0
-45.565879,105,2.703404,-100.0,-2.0806920528411865,0
-69.226597,106,3.57677,-100.0,-1.2872607707977295,0
-9.915527,99,3.684032,-100.0,-1.8374849557876587,0
-49.021252,111,3.795153,-100.0,-1.5421013832092285,0
-12.574003,66,3.862686,-100.0,-1.8737062215805054,0
-11.552673,80,3.953653,-100.0,-0.9640777111053467,0
-35.996445,120,4.077805,-100.0,-0.24670599400997162,0
-50.723915,116,4.199573,-100.0,-0.8926661014556885,0
-66.261181,95,4.294845,-100.0,-1.490364670753479,0
-27.687799,76,4.374208,-100.0,-1.8859472274780273,0
-70.125311,102,4.493057,-100.0,-2.7011475563049316,0
-58.219359,93,4.593893,-100.0,-1.134767770767212,0
-61.90843,89,5.580076,-100.0,-1.497794508934021,0
-49.89651,78,5.670657,-100.0,-1.8191291093826294,0
-80.646409,133,5.821104,-100.0,-2.5400190353393555,0
-7.402766,138,6.008444,-100.0,1.9865740537643433,0
-8.084215,81,6.104405,-100.0,2.1715736389160156,0
-48.819453,111,6.251993,-100.0,-0.743945300579071,0
-59.555747,143,6.436522,-100.0,-1.0447947978973389,0
-32.286828,98,6.561333,-100.0,-2.064648151397705,0
-39.400084,94,6.67397,-100.0,-1.6644610166549683,0
12.252873,68,6.752611,-100.0,16.844587326049805,0
-53.782423,118,7.720407,-100.0,-2.6452276706695557,0
-14.432604,61,7.780531,-100.0,-1.3211270570755005,0
-26.804661,111,7.893629,-100.0,-1.6333550214767456,0
-5.997761,140,8.05469,-100.0,5.608262062072754,0
-15.332595,93,8.152087,-100.0,-1.4203872680664062,0
-28.272034,110,8.263563,-100.0,-1.5424838066101074,0
-22.520545,66,8.365695,-100.0,-1.5836374759674072,0
-18.24126,108,8.487442,-100.0,-0.8713943362236023,0
-27.050432,122,8.614285,-100.0,-1.776272177696228,0
-24.95005,98,8.717446,-100.0,1.3103293180465698,0
-34.474491,72,9.602022,-100.0,-0.9699342250823975,0
-40.058911,73,9.680211,-100.0,-1.888745665550232,0
-16.628309,68,9.750791,-100.0,-1.8009662628173828,0
-41.987464,101,9.854834,-100.0,-0.6618652939796448,0
-9.269832,77,9.940828,-100.0,-1.5984903573989868,0
-8.481743,75,10.024985,-100.0,-1.798631191253662,0
-47.480109,111,10.150791,-100.0,-0.23872260749340057,0
-16.916051,124,10.277228,-100.0,2.91131854057312,0
-58.379617,84,10.37158,-100.0,-1.5434300899505615,0
-46.827254,99,10.482747,-100.0,-2.0299062728881836,0
-14.290695,76,10.633564,-100.0,-1.8124711513519287,0
-6.978728,66,10.718584,-100.0,2.1335196495056152,0
-20.173977,86,11.765524,-100.0,-1.6063100099563599,0
-6.953392,62,11.836365,-100.0,2.4372947216033936,0
7.170663,87,11.9503,-100.0,13.23556900024414,0
-12.591166,63,12.03121,-100.0,1.2513813972473145,0
5.230293,77,12.142026,-100.0,10.541112899780273,0
-37.163163,77,12.25458,-100.0,-2.661309003829956,0
-27.810647,106,12.430089,-100.0,-1.2794325351715088,0
-15.817164,67,12.52844,-100.0,-0.6535672545433044,0
-9.317664,70,12.639224,-100.0,-1.5800700187683105,0
-19.901118,87,12.797493,-100.0,-1.915702223777771,0
-18.48242,96,12.936063,-100.0,-1.546926736831665,0
-18.333663,109,13.106977,-100.0,-1.6705964803695679,0
-8.951637,56,13.187038,-100.0,-1.8815786838531494,0
-54.109816,104,14.35087,-100.0,-2.0492441654205322,0
-7.537152,78,14.487847,-100.0,-1.5466275215148926,0
-28.496739,88,14.619394,-100.0,-0.846676766872406,0
-16.14222,68,14.712127,-100.0,-1.1288111209869385,0
-39.289454,118,14.879542,-100.0,-0.5676020383834839,0
-15.490797,72,14.975811,-100.0,-1.7598341703414917,0
-8.797954,60,15.072769,-100.0,1.5867079496383667,0
-30.594476,98,15.235008,-100.0,-0.022232700139284134,0
-4.575803,66,15.336522,-100.0,-1.466435432434082,0
9.819454,72,15.443038,-100.0,16.438337326049805,0
-28.868142,87,15.559513,-100.0,-0.5787721276283264,0
-21.090247,79,15.688234,-100.0,-0.8728153705596924,0
-22.976596,79,17.067777,-100.0,-1.8417410850524902,0
-10.471821,60,17.160393,-100.0,-1.7712363004684448,0
-17.581379,77,17.277111,-100.0,-1.8570010662078857,0
-35.822123,74,17.562715,-100.0,-1.317934513092041,0
-47.585377,105,17.729084,-100.0,-2.7102479934692383,0
-25.826982,95,17.871572,-100.0,-1.1422688961029053,0
-6.161434,92,18.030802,-100.0,6.566572189331055,0
-11.503633,70,18.157735,-100.0,-1.7321470975875854,0
-11.32108,63,18.264219,-100.0,-1.7078886032104492,0
-11.717153,59,18.380023,-100.0,-1.9448133707046509,0
-7.824682,74,18.495684,-100.0,-1.4046523571014404,0
-6.726314,82,18.616804,-100.0,-1.8702062368392944,0
-36.448517,109,18.767562,-100.0,-1.7396959066390991,0
16.954452,66,19.861985,-100.0,17.332704544067383,0
-11.742983,60,19.947031,-100.0,2.956768751144409,0
-16.265167,71,20.058898,-100.0,-1.1377242803573608,0
-10.102898,64,20.164355,-100.0,-1.6705176830291748,0
-3.580172,78,20.272315,-100.0,5.840486526489258,0
-22.296252,79,20.389932,-100.0,-2.254578113555908,0
-34.646708,99,20.545484,-100.0,-1.8476701974868774,0
-9.323686,67,20.636004,-100.0,2.6692912578582764,0
-25.069594,78,20.750246,-100.0,-1.8077774047851562,0
-26.327683,99,20.908381,-100.0,-1.2446577548980713,0
-13.448769,63,21.057856,-100.0,-1.8216403722763062,0
-9.615667,59,21.163098,-100.0,-1.5958665609359741,0
-21.186963,88,21.317456,-100.0,-1.5893988609313965,0
-3.783045,66,21.463833,-100.0,-1.6590185165405273,0
-20.383688,80,22.858109,-100.0,-2.0437419414520264,0
-37.860038,78,22.971261,-100.0,-1.9903603792190552,0
13.290634,72,23.076311,-100.0,14.55945873260498,0
-24.71632,91,23.199978,-100.0,-2.020531415939331,0
-11.718976,81,23.325673,-100.0,-1.7814886569976807,0
-17.325512,83,23.456175,-100.0,-1.9014941453933716,0
-6.888959,62,23.545308,-100.0,-1.8969464302062988,0
-18.510886,102,23.699229,-100.0,-1.8104842901229858,0
-14.192838,62,23.79257,-100.0,1.3034067153930664,0
-7.018855,55,23.885264,-100.0,-1.9212349653244019,0
-15.535604,97,24.034164,-100.0,0.8241757154464722,0
-15.054711,84,24.158275,-100.0,-1.8505163192749023,0
-28.709068,83,24.294038,-100.0,-1.5340373516082764,0
-13.448208,69,25.341538,-100.0,-0.37769797444343567,0
-9.297396,77,25.450632,-100.0,-1.9155327081680298,0
-28.147545,99,25.583819,-100.0,-1.9865732192993164,0
-8.094612,81,25.707409,-100.0,2.518810987472534,0
-8.840185,79,25.842283,-100.0,-1.9618003368377686,0
-39.626238,95,26.008921,-100.0,-0.7094458937644958,0
-13.806184,78,26.240229,-100.0,0.8127059936523438,0
-11.277803,59,26.366981,-100.0,-1.1680407524108887,0
-8.142082,63,26.473107,-100.0,-1.7922970056533813,0
-13.706063,74,26.607361,-100.0,-1.3691757917404175,0
-7.41791,58,26.719903,-100.0,-2.0113651752471924,0
-10.038614,66,26.831417,-100.0,-1.7647567987442017,0
-9.958172,73,26.954472,-100.0,-1.6794956922531128,0
2.824144,71,28.176763,-100.0,9.490056991577148,0
-7.797966,68,28.271298,-100.0,-1.7585363388061523,0
-10.89096,70,28.384254,-100.0,-1.6878759860992432,0
-12.865244,92,28.550266,-100.0,-1.779001235961914,0
-22.690767,86,28.672584,-100.0,-0.24835191667079926,0
-4.796229,65,28.768284,-100.0,-1.8498728275299072,0
-11.628833,88,28.888421,-100.0,-1.834220051765442,0
-1.700752,55,28.980246,-100.0,1.8572391271591187,0
-32.821899,96,29.145626,-100.0,1.979243278503418,0
-13.003811,57,29.23373,-100.0,-2.108940362930298,0
-10.395759,67,29.356708,-100.0,-2.1077651977539062,0
9.544889,101,29.519563,-100.0,17.115909576416016,0
-9.797357,66,29.624405,-100.0,-1.8631683588027954,0
-17.689859,83,29.746615,-100.0,-2.0290887355804443,0
-14.178993,80,30.837233,-100.0,-1.886361002922058,0
-12.295848,58,30.925997,-100.0,-1.281264066696167,0
16.97667,57,31.016602,-100.0,16.980215072631836,0
-8.389998,66,31.129299,-100.0,0.7243871688842773,0
-21.454939,66,31.261347,-100.0,-1.9433015584945679,0
-12.067952,66,31.431056,-100.0,-1.4528248310089111,0
-20.778471,62,31.552364,-100.0,-0.3147313594818115,0
-8.059316,78,31.678038,-100.0,-1.7898277044296265,0
-2.153686,61,31.813382,-100.0,3.9458327293395996,0
8.300698,70,31.961997,-100.0,12.73893928527832,0
-19.942399,61,32.078274,-100.0,-2.0070271492004395,0
-10.209979,82,32.224091,-100.0,-1.2419036626815796,0
-11.431774,68,32.339502,-100.0,-0.23751558363437653,0
-27.721195,93,32.498989,-100.0,-1.8443896770477295,0
-9.78724,59,32.603498,-100.0,-1.8084571361541748,0
